cod_mdr,dsc_situacao_contrato_mdr,dsc_situacao_objeto_mdr,programa,acao,uf_SIGLA_UF,mun_MUNNOMEX,Código IBGE,empreendimento,cluster_empreendimento,situacao_obra,situacao_obra_base_validacao,situacao_contrato,prc_fisico,dte_inicio_obra,dte_fim_obra,pop_beneficiada,vlr_investimento,Populacao,mun_ALTITUDE,mun_AREA,dte_antes_60,dte_depois_60,dte_antes_180,dte_depois_180,dte_antes_365,dte_depois_365,cont_antes_60,cont_depois_60,cont_antes_180,cont_depois_180,cont_antes_365,cont_depois_365,razao_antes_depois_60,diferenca_antes_depois_60,razao_antes_depois_180,diferenca_antes_depois_180,razao_antes_depois_365,diferenca_antes_depois_365,tot_veic
2-1030085,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,SANTANA DO PARAISO,3158953.0,REFORMA DE PRAÇA PÚBLICA NO MUNICÍPIO DE SANTANA DO PARAÍSO,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-10-07,2018-12-01,306,246096.1,35369.0,285.0,275529.0,2018-08-08,2019-01-30,2018-04-10,2019-05-30,2017-10-07,2019-12-01,1.0,14.0,13.0,33.0,33.0,55.0,0.0714285714285714,-13.0,0.3939393939393939,-20.0,0.6,-22.0,10863.0
2-1030092,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,IRECE,2914604.0,"IMPLANTAÇÃO DE INFRAESTRUTURA URBANA, ATRAVÉS DA CONSTRUÇÃO DE PASSEIOS E MEIO FIO NO MUNICÍPIO DE IRECÊ/BA.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-08-15,2019-12-01,613,507893.0,73524.0,721.0,313695.0,2019-06-16,2020-01-30,2019-02-16,2020-05-29,2018-08-15,2020-11-30,2.0,3.0,4.0,6.0,9.0,8.0,0.6666666666666666,-1.0,0.6666666666666666,-2.0,1.125,1.0,36006.0
2-1030094,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,IRECE,2914604.0,"IMPLANTAÇÃO DE INFRAESTRUTURA URBANA, ATRAVÉS DA CONSTRUÇÃO DE PASSEIOS E MEIO FIO NO MUNICÍPIO DE IRECÊ/BA.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-09-06,2019-12-01,613,507893.0,73524.0,721.0,313695.0,2019-07-08,2020-01-30,2019-03-10,2020-05-29,2018-09-06,2020-11-30,1.0,3.0,4.0,6.0,9.0,8.0,0.3333333333333333,-2.0,0.6666666666666666,-2.0,1.125,1.0,36006.0
2-1030103,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,10T2,PB,CABEDELO,2503209.0,"PAVIMENTAÇÃO E DRENAGEM NO BAIRRO DO POÇO, NO MUNICÍPIO DE CABEDELO - PB",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-05-29,2020-08-01,437,360800.1,68767.0,3.0,31265.0,2020-03-30,2020-09-30,2019-12-01,2021-01-28,2019-05-30,2021-08-01,5.0,9.0,23.0,34.0,48.0,77.0,0.5555555555555556,-4.0,0.6764705882352942,-11.0,0.6233766233766234,-29.0,26696.0
2-1030104,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PE,TRIUNFO,2615706.0,"PAVIMENTAÇÃO EM PARALELEPÍPEDOS GRANÍTICOS NO BAIRRO DO ROSÁRIO, NO MUNICÍPIO DE TRIUNFO - PE",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-11-02,2019-07-01,306,258355.93,15243.0,1004.0,191516.0,2018-09-03,2019-08-30,2018-05-06,2019-12-28,2017-11-02,2020-06-30,0.0,1.0,0.0,3.0,6.0,4.0,0.0,-1.0,0.0,-3.0,1.5,2.0,7475.0
2-1030105,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,BUENOPOLIS,3109204.0,"CALÇAMENTO DE RUAS DIVERSAS DE NOSSO MUNICÍPIO COM BLOQUETE SEXTAVADO DE CONCRETO, CONSTRUÇÃO DE CALÇADAS ACESSÍVEIS, SINALIZAÇÃO VIÁRIA E DE TRÂNSITO CONFORME ORIENTAÇÕES DO MINISTÉRIO DAS CIDADES NO MUNICÍPIO DE BUENÓPOLIS.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-11-07,2019-05-01,707,584761.52,10353.0,586.0,1610959.0,2018-09-08,2019-06-30,2018-05-11,2019-10-28,2017-11-07,2020-04-30,3.0,4.0,7.0,4.0,10.0,9.0,0.75,-1.0,1.75,3.0,1.1111111111111112,1.0,3873.0
2-1030108,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,CONCEICAO,2504405.0,REFORMA DE PRAÇA NO MUNICÍPIO DE CONCEIÇÃO-PB.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-07-01,2019-04-01,392,323352.76,19007.0,376.0,579432.0,2018-05-02,2019-05-31,2018-01-02,2019-09-28,2017-07-01,2020-03-31,3.0,4.0,6.0,10.0,10.0,20.0,0.75,-1.0,0.6,-4.0,0.5,-10.0,5220.0
2-1030109,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MS,SONORA,5007935.0,DRENAGEM E PAVIMENTAÇÃO NO BAIRRO DA CIDADE DO MUNICÍPIO DE SONORA-MS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-01-07,2021-07-01,613,584047.44,19721.0,442.0,4075437.0,2020-11-08,2021-08-30,2020-07-11,2021-12-28,2020-01-08,2022-07-01,5.0,2.0,8.0,6.0,16.0,10.0,2.5,3.0,1.3333333333333333,2.0,1.6,6.0,9353.0
2-1030114,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MA,OLINDA NOVA DO MARANHAO,2107456.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM BLOQUETES NESTE MUNICÍPIO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-04-09,2020-05-01,490,410000.0,14836.0,28.0,197630.0,2020-02-09,2020-06-30,2019-10-12,2020-10-28,2019-04-10,2021-05-01,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,inf,2.0,1834.0
2-1030116,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,GO,URUACU,5221601.0,PAVIMENTAÇÃO DE VIAS DO MUNICIPIO DE URUAÇU,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-07-23,2020-09-01,306,250000.0,40840.0,520.0,2141776.0,2019-05-24,2020-10-31,2019-01-24,2021-02-28,2018-07-23,2021-09-01,7.0,4.0,22.0,16.0,46.0,43.0,1.75,3.0,1.375,6.0,1.069767441860465,3.0,30029.0
2-1030117,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,ARCOS,3104205.0,PAVIMENTAÇÃO DE DIVERSAS VIAS.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-03-12,2019-09-01,306,246100.03,40380.0,740.0,510048.0,2019-01-11,2019-10-31,2018-09-13,2020-02-28,2018-03-12,2020-08-31,3.0,6.0,23.0,23.0,34.0,28.0,0.5,-3.0,1.0,0.0,1.2142857142857142,6.0,30846.0
2-1030118,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,UAUA,2932002.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO NO MUNICÍPIO DE UAUA-BA,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-02-15,2019-05-01,306,250000.0,24113.0,439.0,2950274.0,2018-12-17,2019-06-30,2018-08-19,2019-10-28,2018-02-15,2020-04-30,0.0,2.0,0.0,13.0,0.0,47.0,0.0,-2.0,0.0,-13.0,0.0,-47.0,4966.0
2-1030121,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,BOQUIRA,2904100.0,CONSTRUÇÃO DE PRAÇA NO ENTRONCAMENTO ENTRADA DA CIDADE DE BOQUIRA-BA,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-10-05,2020-06-01,306,250000.0,21497.0,641.0,1430780.0,2019-08-06,2020-07-31,2019-04-08,2020-11-28,2018-10-05,2021-06-01,3.0,3.0,6.0,16.0,18.0,46.0,1.0,0.0,0.375,-10.0,0.391304347826087,-28.0,5102.0
2-1030125,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,CAJAZEIRAS,2503704.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS NO MUNICÍPIO DE CAJAZEIRAS - PB  ?,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-04-08,2022-08-01,1474,1219490.16,62289.0,298.0,586275.0,2021-02-07,2022-09-30,2020-10-10,2023-01-28,2020-04-08,2023-08-01,1.0,0.0,4.0,5.0,9.0,13.0,inf,1.0,0.8,-1.0,0.6923076923076923,-4.0,34065.0
2-1030126,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,IPIRA,2914000.0,"PAVIMENTAÇÃO EM PARALELEPÍPEDOS COM DRENAGEM SUPERFICIAL EM DIVERSAS RUAS NOS POVOADOS DA CONCEIÇÃO E DA CAIXA DÁGUA, NO MUNICÍPIO DE IPIRÁ.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-03-24,2018-05-01,367,310000.0,59435.0,328.0,3023659.0,2018-01-23,2018-06-30,2017-09-25,2018-10-28,2017-03-24,2019-05-01,5.0,9.0,24.0,38.0,49.0,76.0,0.5555555555555556,-4.0,0.631578947368421,-14.0,0.6447368421052632,-27.0,18169.0
2-1030131,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,SAO GONCALO DO PARA,3161809.0,PAVIMENTAÇÃO DE VIAS PÚBLICAS (RUAS E/OU AVENIDAS) NO MUNICÍPIO DE SÃO GONÇALO DO PARÁ,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-09-05,2022-06-01,1633,1315823.98,12597.0,739.0,265578.0,2019-07-07,2022-07-31,2019-03-09,2022-11-28,2018-09-05,2023-06-01,1.0,0.0,1.0,0.0,7.0,0.0,inf,1.0,inf,1.0,inf,7.0,7730.0
2-1030132,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,IBIA,3129509.0,REVITALIZAÇÃO DE PRAÇA,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-02,2021-02-01,306,246097.0,25358.0,895.0,2707582.0,2020-06-03,2021-04-02,2020-02-04,2021-07-31,2019-08-03,2022-02-01,0.0,1.0,4.0,2.0,13.0,5.0,0.0,-1.0,2.0,2.0,2.6,8.0,12842.0
2-1030135,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,ERICO CARDOSO,2900504.0,PAVIMENTAÇÃO DE VIAS PÚBLICAS NA SEDE DO MUNICÍPIO DE ÉRICO CARDOSO - BAHIA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-06-26,2018-11-01,306,290000.0,10560.0,688.0,701458.0,2018-04-27,2018-12-31,2017-12-28,2019-04-30,2017-06-26,2019-11-01,4.0,0.0,5.0,0.0,7.0,3.0,inf,4.0,inf,5.0,2.333333333333333,4.0,2312.0
2-1030136,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,CE,OROS,2309508.0,"REFORMA DE PRAÇA NA LOCALIDADE DE GUASSUSSÊ, NO MUNICÍPIO DE ORÓS/CE.",IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-01-22,2021-10-01,306,246100.0,21384.0,184.0,576269.0,2020-11-23,2021-11-30,2020-07-26,2022-03-30,2020-01-23,2022-10-01,1.0,7.0,14.0,24.0,21.0,30.0,0.1428571428571428,-6.0,0.5833333333333334,-10.0,0.7,-9.0,6790.0
2-1030138,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,MONTE CARMELO,3143104.0,PAVIMENTAÇÃO ASFÁLTICA EM CBUQ.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-08-01,2019-01-01,306,268836.19,47931.0,870.0,1353677.0,2018-06-02,2019-03-02,2018-02-02,2019-06-30,2017-08-01,2020-01-01,16.0,26.0,46.0,54.0,80.0,125.0,0.6153846153846154,-10.0,0.8518518518518519,-8.0,0.64,-45.0,36695.0
2-1030139,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,CARMO DA CACHOEIRA,3113909.0,RECAPEAMENTO ASFÁLTICO DE VIAS PÚBLICAS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-05-16,2018-11-01,367,295600.0,12182.0,945.0,505947.0,2018-03-17,2018-12-31,2017-11-17,2019-04-30,2017-05-16,2019-11-01,7.0,9.0,27.0,18.0,46.0,28.0,0.7777777777777778,-2.0,1.5,9.0,1.6428571428571428,18.0,4760.0
2-1030148,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,ARATACA,2902252.0,"PAVIMENTAÇÃO E DRENAGEM SUPERFICIAL DE DIVERSAS RUAS DO BAIRRO FEIJÃO SEMEADO, NA SEDE DO MUNICÍPIO DE ARATACA BA.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-05-19,2021-06-01,306,255684.0,10961.0,152.0,396086.0,2020-03-20,2021-07-31,2019-11-21,2021-11-28,2019-05-20,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,1153.0
2-1030149,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MA,LAGO DO JUNCO,2105807.0,PAVIMENTAÇÃO ASFÁLTICA NO MUNICÍPIO DE LAGO DO JUNCO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-07-19,2019-04-01,1105,915361.0,10869.0,90.0,308771.0,2018-05-20,2019-05-31,2018-01-20,2019-09-28,2017-07-19,2020-03-31,2.0,0.0,7.0,7.0,16.0,8.0,inf,2.0,1.0,0.0,2.0,8.0,1781.0
2-1030151,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,GO,EDEIA,5207402.0,"O PROJETO TEM COMO OBJETIVO A MELHORIA DA INFRAESTRUTURA, COM PAVIMENTAÇÃO ASFÁLTICA, CALÇAMENTO DE RUAS E AVENIDAS DA CIDADE DE EDEIA. ASSIM EXECUTADO, O PROJETO DOTARÁ A CIDADE DE INSTRUMENTO QUE PROPICIEM MELHORIA NA CIRCULAÇÃO E MOBILIDADE URBANA E ME",INFRAESTRUTURA,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-02-08,2020-06-01,1228,1007756.0,12467.0,601.0,1461519.0,2019-12-10,2020-07-31,2019-08-12,2020-11-28,2019-02-08,2021-06-01,3.0,4.0,5.0,11.0,11.0,15.0,0.75,-1.0,0.4545454545454545,-6.0,0.7333333333333333,-4.0,7759.0
2-1030152,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,TRES PONTAS,3169406.0,IMPLANTAÇÃO DE RECAPEAMENTO E PAVIMENTAÇÃO DE VIAS URBANAS NO MUNICÍPIO DE TRÊS PONTAS/MG,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-01-28,2019-04-01,306,253454.69,56940.0,885.0,689421.0,2018-11-29,2019-05-31,2018-08-01,2019-09-28,2018-01-28,2020-03-31,23.0,24.0,53.0,79.0,177.0,160.0,0.9583333333333334,-1.0,0.6708860759493671,-26.0,1.10625,17.0,30616.0
2-1030154,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,GO,ALEXANIA,5200308.0,RECAPEAMENTO ASFÁLTICO NO MUNICÍPIO DE ALEXÂNIA/GO,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-05-03,2022-05-01,306,290087.05,28010.0,1096.0,847891.0,2022-03-04,2022-06-30,2021-11-04,2022-10-28,2021-05-03,2023-05-01,5.0,4.0,12.0,28.0,21.0,58.0,1.25,1.0,0.4285714285714285,-16.0,0.3620689655172414,-37.0,13802.0
2-1030157,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,JUSSARA,2918506.0,PAVIMENTAÇÃO DE RUAS NO MUNICÍPIO DE JUSSARA - BAHIA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-02-06,2018-03-01,306,252000.0,15262.0,620.0,886019.0,2017-12-08,2018-04-30,2017-08-10,2018-08-28,2017-02-06,2019-03-01,2.0,0.0,2.0,1.0,9.0,3.0,inf,2.0,2.0,1.0,3.0,6.0,3549.0
2-1030158,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,ITARANTIM,2916807.0,PAVIMENTAÇÃO DE VIAS PÚBLICAS EM BLOQUETE NO MUNICÍPIO DE ITARANTIM-BAHIA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-12-15,2021-07-01,330,270000.0,19843.0,259.0,1783747.0,2020-10-16,2021-08-30,2020-06-18,2021-12-28,2019-12-16,2022-07-01,1.0,3.0,2.0,8.0,8.0,9.0,0.3333333333333333,-2.0,0.25,-6.0,0.8888888888888888,-1.0,3529.0
2-1030159,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,ESPERANCA,2506004.0,PAVIMENTAÇÃO E DRENAGEM DE RUAS NO MUNICÍPIO DE ESPERANÇA - PB,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-01,2021-01-01,668,540600.0,33199.0,631.0,165189.0,2020-06-02,2021-03-02,2020-02-03,2021-06-30,2019-08-02,2022-01-01,6.0,7.0,21.0,23.0,37.0,39.0,0.8571428571428571,-1.0,0.9130434782608696,-2.0,0.9487179487179488,-2.0,10717.0
2-1030161,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,CUITE,2505105.0,PAVIMENTAÇÃO DE VIA EM CUITÉ - PB,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-10-01,2019-12-01,699,580497.88,20334.0,649.0,735334.0,2019-08-02,2020-01-30,2019-04-04,2020-05-29,2018-10-01,2020-11-30,3.0,0.0,11.0,3.0,18.0,14.0,inf,3.0,3.6666666666666665,8.0,1.2857142857142858,4.0,3747.0
2-1030166,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,GO,JUSSARA,5212204.0,PAVIMENTAÇÃO ASFÁLTICA EM DIVERSAS RUAS E AVENIDAS DO MUNICÍPIO DE JUSSARA-GO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-09-21,2019-01-01,306,283483.1,18371.0,317.0,4092456.0,2018-07-23,2019-03-02,2018-03-25,2019-06-30,2017-09-21,2020-01-01,10.0,1.0,29.0,18.0,49.0,30.0,10.0,9.0,1.6111111111111112,11.0,1.6333333333333333,19.0,16498.0
2-1030168,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,CASA NOVA,2907202.0,PAVIMENTAÇÃO DE DIVERSAS RUAS NO MUNICÍPIO DE CASA NOVA-BA,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-05-14,2021-07-01,601,556141.2,72545.0,397.0,9657505.0,2021-03-15,2021-08-30,2020-11-15,2021-12-28,2020-05-14,2022-07-01,4.0,7.0,11.0,12.0,16.0,22.0,0.5714285714285714,-3.0,0.9166666666666666,-1.0,0.7272727272727273,-6.0,14597.0
2-1030170,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,MARI,2509107.0,PAVIMENTAÇÃO DE VIAS EM MARI-PB,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-06-06,2021-07-01,367,299730.0,21866.0,143.0,154726.0,2020-04-07,2021-08-30,2019-12-09,2021-12-28,2019-06-07,2022-07-01,6.0,6.0,16.0,26.0,31.0,43.0,1.0,0.0,0.6153846153846154,-10.0,0.7209302325581395,-12.0,5835.0
2-1030172,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,RAFAEL JAMBEIRO,2925956.0,PAVIMENTAÇÃO DE DIVERSAS RUAS DO MUNICÍPIO DE RAFAEL  JAMBEIRO -BAHIA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-03-05,2019-04-01,349,290465.0,22633.0,238.0,1234248.0,2019-01-04,2019-05-31,2018-09-06,2019-09-28,2018-03-05,2020-03-31,4.0,6.0,13.0,18.0,30.0,30.0,0.6666666666666666,-2.0,0.7222222222222222,-5.0,1.0,0.0,3572.0
2-1030173,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PE,LAGOA DO OURO,2608602.0,RECAPEAMENTO ASFALTICO NO MUNICÍPIO DE LAGOA DO OURO/PE,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-07-30,2021-02-01,613,503838.89,13224.0,653.0,198768.0,2020-05-31,2021-04-02,2020-02-01,2021-07-31,2019-07-31,2022-02-01,0.0,1.0,2.0,1.0,4.0,3.0,0.0,-1.0,2.0,1.0,1.3333333333333333,1.0,2662.0
2-1030175,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,MONTE MOR,3531803.0,INFRAESTRUTURA - RECAPEAMENTO OU PAVIMENTAÇÃO ASFÁLTICA EM BAIRROS NO MUNICIPIO DE MONTE MOR,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-01,2022-04-01,1228,994358.17,60754.0,560.0,240787.0,2020-06-02,2022-05-31,2020-02-03,2022-09-28,2019-08-02,2023-04-01,12.0,12.0,25.0,31.0,58.0,69.0,1.0,0.0,0.8064516129032258,-6.0,0.8405797101449275,-11.0,34460.0
2-1030177,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,MONTE MOR,3531803.0,INFRAESTRUTURA - PAVIMENTAÇÃO ASFÁLTICA EM BAIRROS NO MUNICIPIO DE MONTE MOR,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-12-01,2021-09-01,490,422893.37,60754.0,560.0,240787.0,2020-10-02,2021-10-31,2020-06-04,2022-02-28,2019-12-02,2022-09-01,9.0,10.0,26.0,25.0,50.0,55.0,0.9,-1.0,1.04,1.0,0.9090909090909092,-5.0,34460.0
2-1030178,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,TO,GURUPI,1709500.0,IMPLANTAÇÃO DE AÇÕES DE INFRAESTRUTURA URBANA ATRAVÉS DE PAVIMENTAÇÃO EM VIAS PÚBLICAS DO MUNICÍPIO DE GURUPI-TO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-08-07,2019-09-01,613,511444.3,87545.0,287.0,1836081.0,2019-06-08,2019-10-31,2019-02-08,2020-02-28,2018-08-07,2020-08-31,8.0,6.0,24.0,25.0,48.0,40.0,1.3333333333333333,2.0,0.96,-1.0,1.2,8.0,65875.0
2-1030187,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,CACAPAVA DO SUL,4302808.0,IMPLANTAÇÃO DE PASSEIO PÚBLICO E CICLOVIA,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-08-09,2020-06-01,306,247295.89,33548.0,444.0,3047120.0,2019-06-10,2020-07-31,2019-02-10,2020-11-28,2018-08-09,2021-06-01,1.0,4.0,5.0,6.0,10.0,10.0,0.25,-3.0,0.8333333333333334,-1.0,1.0,0.0,22060.0
2-1030189,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,LENCOIS PAULISTA,3526803.0,RECAPEAMENTO ASFÁLTICO EM RUAS DO BAIRRO JARDIM PRINCIPE DE LENÇÓIS PAULISTA.,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2018-03-01,2018-04-01,306,248333.34,68990.0,550.0,803860.0,2017-12-31,2018-05-31,2017-09-02,2018-09-28,2017-03-01,2019-04-01,6.0,27.0,41.0,58.0,85.0,98.0,0.2222222222222222,-21.0,0.7068965517241379,-17.0,0.8673469387755102,-13.0,50752.0
2-1030193,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,DOIS IRMAOS,4306403.0,RECAPEAMENTO ASFÁLTICO DE TRECHOS NO BAIRRO UNIÃO.,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-12-01,2020-04-01,304,363409.03,33119.0,166.0,65156.0,2019-10-02,2020-05-31,2019-06-04,2020-09-28,2018-12-01,2021-04-01,1.0,0.0,1.0,0.0,4.0,2.0,inf,1.0,inf,1.0,2.0,2.0,20568.0
2-1030195,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,REGENTE FEIJO,3542404.0,RECAPEAMENTO ASFÁLTICO NOS BAIRROS - CBUQ,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-03-26,2020-02-01,1228,1015972.63,20394.0,504.0,265087.0,2020-01-26,2020-04-01,2019-09-28,2020-07-30,2019-03-27,2021-01-31,4.0,4.0,7.0,13.0,16.0,32.0,1.0,0.0,0.5384615384615384,-6.0,0.5,-16.0,13408.0
2-1030197,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,PARANACITY,4118105.0,PAVIMENTAÇÃO DE VIAS URBANAS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-10-15,2022-03-01,318,255996.0,11580.0,380.0,348951.0,2020-08-16,2022-04-30,2020-04-18,2022-08-28,2019-10-16,2023-03-01,0.0,2.0,1.0,5.0,7.0,10.0,0.0,-2.0,0.2,-4.0,0.7,-3.0,6396.0
2-1030198,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,SANTA BRANCA,3546009.0,PAVIMENTAÇÃO E IMPLANTAÇÃO DE SISTEMA DE DRENAGEM DE ÁGUAS PLUVIAIS EM VIA PÚBLICA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-04-28,2021-05-01,859,691591.59,14857.0,648.0,275004.0,2020-02-28,2021-06-30,2019-10-31,2021-10-28,2019-04-29,2022-05-01,1.0,0.0,3.0,0.0,6.0,2.0,inf,1.0,inf,3.0,3.0,4.0,7356.0
